Id,País,Categoria,Ano,Tipo,Valor
128,Togo,Vinho,2015,Quantidade,0.0
129,Toquelau,Vinho,2015,Quantidade,0.0
130,Trinidade Tobago,Vinho,2015,Quantidade,0.0
131,Tunísia,Vinho,2015,Quantidade,0.0
132,Turquia,Vinho,2015,Quantidade,0.0
133,Tuvalu,Vinho,2015,Quantidade,0.0
134,Uruguai,Vinho,2015,Quantidade,0.0
135,Vanuatu,Vinho,2015,Quantidade,0.0
136,Venezuela,Vinho,2015,Quantidade,0.0
137,Vietnã,Vinho,2015,Quantidade,0.0
1,África do Sul,Espumante,2015,Valor,0.0
2,Alemanha,Espumante,2015,Valor,30939.0
3,Angola,Espumante,2015,Valor,0.0
4,Antigua e Barbuda,Espumante,2015,Valor,0.0
5,Antilhas Holandesas,Espumante,2015,Valor,0.0
6,Argentina,Espumante,2015,Valor,0.0
7,Aruba,Espumante,2015,Valor,0.0
8,Australia,Espumante,2015,Valor,1368.0
9,Bahamas,Espumante,2015,Valor,0.0
10,Bangladesh,Espumante,2015,Valor,0.0
11,Barbados,Espumante,2015,Valor,0.0
12,Belgica,Espumante,2015,Valor,5280.0
13,Benin,Espumante,2015,Valor,0.0
14,Bermudas,Espumante,2015,Valor,0.0
15,Bolívia,Espumante,2015,Valor,11355.0
16,Bósnia-Herzegovina,Espumante,2015,Valor,0.0
17,Bulgaria,Espumante,2015,Valor,0.0
18,Cabo Verde,Espumante,2015,Valor,0.0
19,Camarões,Espumante,2015,Valor,0.0
20,Canada,Espumante,2015,Valor,15821.0
21,Catar,Espumante,2015,Valor,0.0
22,"Cayman, Ilhas",Espumante,2015,Valor,0.0
23,Chile,Espumante,2015,Valor,0.0
24,China,Espumante,2015,Valor,48739.0
25,Chipre,Espumante,2015,Valor,0.0
26,Cingapura,Espumante,2015,Valor,0.0
27,Colombia,Espumante,2015,Valor,0.0
28,"Coreia do Sul, Republica da",Espumante,2015,Valor,0.0
29,Costa Rica,Espumante,2015,Valor,0.0
30,Cuba,Espumante,2015,Valor,0.0
31,Curaçao,Espumante,2015,Valor,0.0
32,Dinamarca,Espumante,2015,Valor,4376.0
33,Dominica,Espumante,2015,Valor,0.0
34,El Salvador,Espumante,2015,Valor,0.0
35,Emirados Arabes Unidos,Espumante,2015,Valor,0.0
36,Equador,Espumante,2015,Valor,0.0
37,Espanha,Espumante,2015,Valor,0.0
38,Estados Unidos,Espumante,2015,Valor,92868.0
39,Estonia,Espumante,2015,Valor,0.0
40,Falkland (Malvinas),Espumante,2015,Valor,0.0
41,Filipinas,Espumante,2015,Valor,0.0
42,Filânldia,Espumante,2015,Valor,0.0
43,França,Espumante,2015,Valor,203297.0
44,Gana,Espumante,2015,Valor,0.0
45,Gibraltar,Espumante,2015,Valor,0.0
46,Granada,Espumante,2015,Valor,0.0
47,Grécia,Espumante,2015,Valor,0.0
48,Guatemala,Espumante,2015,Valor,0.0
49,Guiana,Espumante,2015,Valor,221.0
50,Guiné Equatorial,Espumante,2015,Valor,0.0
51,Guiné-Bissau,Espumante,2015,Valor,0.0
52,Haiti,Espumante,2015,Valor,0.0
53,Honduras,Espumante,2015,Valor,0.0
54,Hong Kong,Espumante,2015,Valor,2693.0
55,Hungria,Espumante,2015,Valor,0.0
56,Ilha de Man,Espumante,2015,Valor,0.0
57,Índia,Espumante,2015,Valor,0.0
58,Iraque,Espumante,2015,Valor,0.0
59,Irlanda,Espumante,2015,Valor,0.0
60,Islândia,Espumante,2015,Valor,0.0
61,Itália,Espumante,2015,Valor,0.0
62,Japão,Espumante,2015,Valor,18118.0
63,Jordânia,Espumante,2015,Valor,0.0
64,Letônia,Espumante,2015,Valor,0.0
65,Líbano,Espumante,2015,Valor,0.0
66,Libéria,Espumante,2015,Valor,0.0
67,Luxemburgo,Espumante,2015,Valor,0.0
68,Maldivas,Espumante,2015,Valor,0.0
69,Malta,Espumante,2015,Valor,0.0
70,"Marshall, Ilhas",Espumante,2015,Valor,0.0
71,Montenegro,Espumante,2015,Valor,0.0
72,México,Espumante,2015,Valor,0.0
73,Nicarágua,Espumante,2015,Valor,0.0
74,Nigéria,Espumante,2015,Valor,0.0
75,Noruega,Espumante,2015,Valor,10099.0
76,Nova Zelândia,Espumante,2015,Valor,822.0
77,Países Baixos (Holanda),Espumante,2015,Valor,7907.0
78,Panamá,Espumante,2015,Valor,0.0
79,Paraguai,Espumante,2015,Valor,70845.0
80,Peru,Espumante,2015,Valor,0.0
81,Polônia,Espumante,2015,Valor,2310.0
82,Porto Rico,Espumante,2015,Valor,1736.0
83,Portugal,Espumante,2015,Valor,0.0
84,Quênia,Espumante,2015,Valor,0.0
85,Reino Unido,Espumante,2015,Valor,97055.0
86,Republica Dominicana,Espumante,2015,Valor,0.0
87,Republica Tcheca,Espumante,2015,Valor,278.0
88,Rússia,Espumante,2015,Valor,0.0
89,Serra Leoa,Espumante,2015,Valor,0.0
90,Singapura,Espumante,2015,Valor,0.0
91,Suécia,Espumante,2015,Valor,2190.0
92,Suíça,Espumante,2015,Valor,9648.0
93,Suriname,Espumante,2015,Valor,19.0
94,Tailândia,Espumante,2015,Valor,0.0
95,Taiwan (Formosa),Espumante,2015,Valor,0.0
96,"Tcheca, República",Espumante,2015,Valor,0.0
97,Trinidade e Tobago,Espumante,2015,Valor,0.0
98,Turquia,Espumante,2015,Valor,0.0
99,Uruguai,Espumante,2015,Valor,74551.0
100,Vanuatu,Espumante,2015,Valor,0.0
101,Venezuela,Espumante,2015,Valor,0.0
102,Vietnã,Espumante,2015,Valor,0.0
103,Outros(1),Espumante,2015,Valor,0.0
1,África do Sul,Suco,2015,Valor,0.0
2,"Alemanha, República Democrática da",Suco,2015,Valor,6.0
3,Angola,Suco,2015,Valor,1739.0
4,Antígua e Barbuda,Suco,2015,Valor,0.0
5,Antilhas Holandesas,Suco,2015,Valor,0.0
6,Arábia Saudita,Suco,2015,Valor,0.0
7,Argélia,Suco,2015,Valor,0.0
8,Argentina,Suco,2015,Valor,5992.0
9,Aruba,Suco,2015,Valor,0.0
10,Austrália,Suco,2015,Valor,636.0
11,Áustria,Suco,2015,Valor,0.0
12,Bahamas,Suco,2015,Valor,0.0
13,Bangladesh,Suco,2015,Valor,0.0
14,Barbados,Suco,2015,Valor,0.0
15,Barein,Suco,2015,Valor,0.0
16,Bélgica,Suco,2015,Valor,0.0
17,Belize,Suco,2015,Valor,0.0
18,Benin,Suco,2015,Valor,321.0
19,Bermudas,Suco,2015,Valor,0.0
20,Birmânia,Suco,2015,Valor,0.0
21,Bolívia,Suco,2015,Valor,21856.0
22,Cabo Verde,Suco,2015,Valor,0.0
23,Camarões,Suco,2015,Valor,0.0
24,Canadá,Suco,2015,Valor,0.0
25,Catar,Suco,2015,Valor,0.0
26,"Cayman, Ilhas",Suco,2015,Valor,0.0
27,Chile,Suco,2015,Valor,0.0
28,China,Suco,2015,Valor,20101.0
29,Chipre,Suco,2015,Valor,0.0
30,Cingapura,Suco,2015,Valor,0.0
31,Colômbia,Suco,2015,Valor,18296.0
32,Congo,Suco,2015,Valor,0.0
33,Coreia do Sul,Suco,2015,Valor,0.0
34,Costa do Marfim,Suco,2015,Valor,0.0
35,Costa Rica,Suco,2015,Valor,0.0
36,Coveite,Suco,2015,Valor,0.0
37,Cuba,Suco,2015,Valor,0.0
38,Curaçao,Suco,2015,Valor,0.0
39,Dinamarca,Suco,2015,Valor,0.0
40,"Dominica, Ilha de",Suco,2015,Valor,0.0
41,El Salvador,Suco,2015,Valor,0.0
42,Emirados Árabes Unidos,Suco,2015,Valor,0.0
43,Equador,Suco,2015,Valor,0.0
44,Espanha,Suco,2015,Valor,0.0
45,Estados Unidos,Suco,2015,Valor,42721.0
46,Falkland (Malvinas),Suco,2015,Valor,0.0
47,Filipinas,Suco,2015,Valor,201996.0
48,Finlândia,Suco,2015,Valor,0.0
49,França,Suco,2015,Valor,0.0
50,Gana,Suco,2015,Valor,0.0
51,Gibraltar,Suco,2015,Valor,0.0
52,Granada,Suco,2015,Valor,0.0
53,Grécia,Suco,2015,Valor,0.0
54,Guatemala,Suco,2015,Valor,0.0
55,Guiana,Suco,2015,Valor,0.0
56,Guiana Francesa,Suco,2015,Valor,0.0
57,Guiné Bissau,Suco,2015,Valor,0.0
58,Guine Equatorial,Suco,2015,Valor,0.0
59,Haiti,Suco,2015,Valor,0.0
60,Hong Kong,Suco,2015,Valor,39910.0
61,Hungria,Suco,2015,Valor,0.0
62,Ilha de Man,Suco,2015,Valor,0.0
63,India,Suco,2015,Valor,0.0
64,Indonésia,Suco,2015,Valor,0.0
65,Irã,Suco,2015,Valor,0.0
66,Iraque,Suco,2015,Valor,0.0
67,Irlanda,Suco,2015,Valor,0.0
68,Israel,Suco,2015,Valor,0.0
69,Itália,Suco,2015,Valor,20.0
70,Iugoslâvia,Suco,2015,Valor,0.0
71,Jamaica,Suco,2015,Valor,0.0
72,Japão,Suco,2015,Valor,4596349.0
73,Líbano,Suco,2015,Valor,0.0
74,Libéria,Suco,2015,Valor,0.0
75,Líbia,Suco,2015,Valor,87798.0
76,Luxemburgo,Suco,2015,Valor,0.0
77,Malásia,Suco,2015,Valor,0.0
78,Malta,Suco,2015,Valor,0.0
79,"Marshall, Ilhas",Suco,2015,Valor,0.0
80,Mauritânia,Suco,2015,Valor,0.0
81,México,Suco,2015,Valor,238026.0
82,Moçambique,Suco,2015,Valor,0.0
83,Mônaco,Suco,2015,Valor,0.0
84,Montenegro,Suco,2015,Valor,0.0
85,Namíbia,Suco,2015,Valor,0.0
86,Nigéria,Suco,2015,Valor,0.0
87,Noruega,Suco,2015,Valor,0.0
88,Nova Caledônia,Suco,2015,Valor,0.0
89,Nova Zelândia,Suco,2015,Valor,20405.0
90,Países Baixos,Suco,2015,Valor,38.0
91,Panamá,Suco,2015,Valor,617.0
92,Paquistão,Suco,2015,Valor,0.0
93,Paraguai,Suco,2015,Valor,232486.0
94,Peru,Suco,2015,Valor,0.0
95,Polônia,Suco,2015,Valor,0.0
96,Porto Rico,Suco,2015,Valor,0.0
97,Portugal,Suco,2015,Valor,0.0
98,Quênia,Suco,2015,Valor,0.0
99,Reino Unido,Suco,2015,Valor,0.0
100,República Centro Africana,Suco,2015,Valor,0.0
101,República Dominicana,Suco,2015,Valor,65855.0
102,República Federativa da Rússia,Suco,2015,Valor,0.0
103,Rússia,Suco,2015,Valor,0.0
104,São Tomé e Príncipe,Suco,2015,Valor,0.0
105,Senegal,Suco,2015,Valor,0.0
106,Serra Leoa,Suco,2015,Valor,0.0
107,Singapura,Suco,2015,Valor,0.0
108,Sri Lanka,Suco,2015,Valor,0.0
109,Suécia,Suco,2015,Valor,0.0
110,Suíça,Suco,2015,Valor,0.0
111,Suriname,Suco,2015,Valor,85387.0
112,Tailândia,Suco,2015,Valor,0.0
113,Taiwan (Formosa),Suco,2015,Valor,0.0
114,Tanzânia,Suco,2015,Valor,0.0
115,"Tcheca, República",Suco,2015,Valor,0.0
116,Togo,Suco,2015,Valor,489.0
117,Toquelau,Suco,2015,Valor,0.0
118,Trinidade e Tobago,Suco,2015,Valor,132194.0
119,Turquia,Suco,2015,Valor,0.0
120,Uruguai,Suco,2015,Valor,1416.0
121,Vanuatu,Suco,2015,Valor,0.0
122,Venezuela,Suco,2015,Valor,51709.0
1,Africa do Sul,Uva,2015,Valor,0.0
2,"Alemanha, República Democrática",Uva,2015,Valor,6532957.0
3,Angola,Uva,2015,Valor,0.0
4,Antígua e Barbuda,Uva,2015,Valor,0.0
5,Arabia Saudita,Uva,2015,Valor,140760.0
6,Argélia,Uva,2015,Valor,0.0
7,Argentina,Uva,2015,Valor,0.0
8,Áustria,Uva,2015,Valor,0.0
9,Bahamas,Uva,2015,Valor,0.0
10,Bahrein,Uva,2015,Valor,0.0
11,Bangladesh,Uva,2015,Valor,0.0
12,Barbados,Uva,2015,Valor,0.0
13,Barein,Uva,2015,Valor,0.0
14,Bélgica,Uva,2015,Valor,219060.0
15,Belize,Uva,2015,Valor,0.0
16,Bermudas,Uva,2015,Valor,0.0
17,Bolívia,Uva,2015,Valor,0.0
18,Bósnia,Uva,2015,Valor,0.0
19,Brasil,Uva,2015,Valor,0.0
20,Bulgária,Uva,2015,Valor,0.0
21,Burquina Faso,Uva,2015,Valor,0.0
22,Cabo Verde,Uva,2015,Valor,0.0
23,Camarões,Uva,2015,Valor,0.0
24,Camores,Uva,2015,Valor,0.0
25,Canadá,Uva,2015,Valor,582653.0
26,Catar,Uva,2015,Valor,0.0
27,"Cayman, Ilhas",Uva,2015,Valor,0.0
28,Chile,Uva,2015,Valor,0.0
29,China,Uva,2015,Valor,0.0
30,Chipre,Uva,2015,Valor,0.0
31,Cingapura,Uva,2015,Valor,0.0
32,"Cocos (Keeling), Ilhas",Uva,2015,Valor,0.0
33,"Cook, Ilhas",Uva,2015,Valor,
34,Colômbia,Uva,2015,Valor,0.0
35,Congo,Uva,2015,Valor,0.0
36,Coreia do Norte,Uva,2015,Valor,0.0
37,Coreia do Sul,Uva,2015,Valor,0.0
38,Costa do Marfim,Uva,2015,Valor,0.0
39,Coveite,Uva,2015,Valor,0.0
40,Croácia,Uva,2015,Valor,0.0
41,Curaçao,Uva,2015,Valor,0.0
42,Dinamarca,Uva,2015,Valor,289554.0
43,Djibuti,Uva,2015,Valor,0.0
44,Egito,Uva,2015,Valor,0.0
45,Emirados Árabes Unidos,Uva,2015,Valor,3423418.0
46,Eslovênia,Uva,2015,Valor,0.0
47,Espanha,Uva,2015,Valor,0.0
48,Estados Unidos,Uva,2015,Valor,1643930.0
49,Falkland (Ilhas Malvinas),Uva,2015,Valor,0.0
50,"Faroé, Ilhas",Uva,2015,Valor,0.0
51,Filipinas,Uva,2015,Valor,0.0
52,Finlândia,Uva,2015,Valor,253387.0
53,França,Uva,2015,Valor,0.0
54,Gabão,Uva,2015,Valor,0.0
55,Gana,Uva,2015,Valor,0.0
56,Georgia,Uva,2015,Valor,0.0
57,Gibraltar,Uva,2015,Valor,0.0
58,Grécia,Uva,2015,Valor,0.0
59,Guadalupe,Uva,2015,Valor,0.0
60,Guiana,Uva,2015,Valor,0.0
61,Guiana Francesa,Uva,2015,Valor,0.0
62,Guine Equatorial,Uva,2015,Valor,0.0
63,Honduras,Uva,2015,Valor,0.0
64,Hong Kong,Uva,2015,Valor,0.0
65,Ilha de Man,Uva,2015,Valor,0.0
66,Ilhas Virgens,Uva,2015,Valor,0.0
67,Índia,Uva,2015,Valor,0.0
68,Indonésia,Uva,2015,Valor,0.0
69,Irã,Uva,2015,Valor,0.0
70,Irlanda,Uva,2015,Valor,0.0
71,Islândia,Uva,2015,Valor,0.0
72,Itália,Uva,2015,Valor,0.0
73,Japão,Uva,2015,Valor,0.0
74,Jérsei,Uva,2015,Valor,0.0
75,Jordânia,Uva,2015,Valor,0.0
76,Letônia,Uva,2015,Valor,0.0
77,Líbano,Uva,2015,Valor,0.0
78,Libéria,Uva,2015,Valor,0.0
79,Líbia,Uva,2015,Valor,0.0
80,Lituânia,Uva,2015,Valor,208166.0
81,Luxemburgo,Uva,2015,Valor,0.0
82,Macedônia,Uva,2015,Valor,
83,Malásia,Uva,2015,Valor,0.0
84,Malta,Uva,2015,Valor,0.0
85,Marrocos,Uva,2015,Valor,0.0
86,"Marshall, Ilhas",Uva,2015,Valor,0.0
87,Martinica,Uva,2015,Valor,0.0
88,Mauricio,Uva,2015,Valor,0.0
89,Mauritânia,Uva,2015,Valor,0.0
90,Mexico,Uva,2015,Valor,0.0
91,Mônaco,Uva,2015,Valor,0.0
92,Mongólia,Uva,2015,Valor,0.0
93,Montenegro,Uva,2015,Valor,0.0
94,Nigéria,Uva,2015,Valor,82620.0
95,Noruega,Uva,2015,Valor,1490491.0
96,Omã,Uva,2015,Valor,0.0
97,Países Baixos,Uva,2015,Valor,34025630.0
98,Palau,Uva,2015,Valor,
99,Panamá,Uva,2015,Valor,0.0
100,Paquistão,Uva,2015,Valor,0.0
101,Paraguai,Uva,2015,Valor,0.0
102,Pitcairn,Uva,2015,Valor,
103,Polônia,Uva,2015,Valor,0.0
104,Porto Rico,Uva,2015,Valor,0.0
105,Portugal,Uva,2015,Valor,0.0
106,Quirguistão,Uva,2015,Valor,
107,Reino Unido,Uva,2015,Valor,22726525.0
108,Republica Dominicana,Uva,2015,Valor,0.0
109,Romênia,Uva,2015,Valor,0.0
110,"Rússia,  Federação da",Uva,2015,Valor,335657.0
111,Samoa Americana,Uva,2015,Valor,0.0
112,São Cristóvão e Névis,Uva,2015,Valor,
113,São Tomé e Príncipe,Uva,2015,Valor,0.0
114,São Vicente e Granadinas,Uva,2015,Valor,0.0
115,Serra Leoa,Uva,2015,Valor,0.0
116,Senegal,Uva,2015,Valor,0.0
117,Singapura,Uva,2015,Valor,0.0
118,Sri Lanka,Uva,2015,Valor,0.0
119,Suécia,Uva,2015,Valor,174394.0
120,Suíça,Uva,2015,Valor,0.0
121,Suriname,Uva,2015,Valor,0.0
122,Tailândia,Uva,2015,Valor,0.0
123,Taiwan,Uva,2015,Valor,0.0
124,Tanzânia,Uva,2015,Valor,
125,Togo,Uva,2015,Valor,0.0
126,Trindade e Tobago,Uva,2015,Valor,0.0
127,"Turcas e Caicos, ilhas",Uva,2015,Valor,0.0
128,Turquia,Uva,2015,Valor,0.0
129,Tuvalu,Uva,2015,Valor,0.0
130,Uruguai,Uva,2015,Valor,177749.0
131,Vanuatu,Uva,2015,Valor,0.0
132,Venezuela,Uva,2015,Valor,0.0
133,Vietnã,Uva,2015,Valor,0.0
134,Provisão de Navios e Aeronaves,Uva,2015,Valor,0.0
1,Afeganistão,Vinho,2015,Valor,0.0
2,África do Sul,Vinho,2015,Valor,0.0
3,"Alemanha, República Democrática",Vinho,2015,Valor,44780.0
4,Angola,Vinho,2015,Valor,17089.0
5,Anguilla,Vinho,2015,Valor,0.0
6,Antígua e Barbuda,Vinho,2015,Valor,0.0
7,Antilhas Holandesas,Vinho,2015,Valor,10545.0
8,Arábia Saudita,Vinho,2015,Valor,0.0
9,Argentina,Vinho,2015,Valor,0.0
10,Aruba,Vinho,2015,Valor,0.0
11,Austrália,Vinho,2015,Valor,48011.0
12,Áustria,Vinho,2015,Valor,0.0
13,Bahamas,Vinho,2015,Valor,0.0
14,Bangladesh,Vinho,2015,Valor,0.0
15,Barbados,Vinho,2015,Valor,0.0
16,Barein,Vinho,2015,Valor,0.0
17,Bélgica,Vinho,2015,Valor,26399.0
18,Belice,Vinho,2015,Valor,0.0
19,Benin,Vinho,2015,Valor,0.0
20,Bermudas,Vinho,2015,Valor,0.0
21,Bolívia,Vinho,2015,Valor,12990.0
22,Bósnia-Herzegovina,Vinho,2015,Valor,0.0
23,Brasil,Vinho,2015,Valor,0.0
24,Bulgária,Vinho,2015,Valor,0.0
25,Cabo Verde,Vinho,2015,Valor,0.0
26,Camarões,Vinho,2015,Valor,0.0
27,Canadá,Vinho,2015,Valor,118394.0
28,Catar,Vinho,2015,Valor,0.0
29,"Cayman, Ilhas",Vinho,2015,Valor,0.0
30,Chile,Vinho,2015,Valor,0.0
31,China,Vinho,2015,Valor,222866.0
32,Chipre,Vinho,2015,Valor,0.0
33,Cingapura,Vinho,2015,Valor,2774.0
34,"Cocos (Keeling), Ilhas",Vinho,2015,Valor,0.0
35,Colômbia,Vinho,2015,Valor,0.0
36,Comores,Vinho,2015,Valor,0.0
37,Congo,Vinho,2015,Valor,0.0
38,"Coreia, Republica Sul",Vinho,2015,Valor,0.0
39,Costa do Marfim,Vinho,2015,Valor,0.0
40,Costa Rica,Vinho,2015,Valor,0.0
41,Croácia,Vinho,2015,Valor,0.0
42,Cuba,Vinho,2015,Valor,108864.0
43,Curaçao,Vinho,2015,Valor,0.0
44,Dinamarca,Vinho,2015,Valor,29306.0
45,Dominica,Vinho,2015,Valor,0.0
46,El Salvador,Vinho,2015,Valor,0.0
47,Emirados Arabes Unidos,Vinho,2015,Valor,3740.0
48,Equador,Vinho,2015,Valor,0.0
49,"Eslovaca, Republica",Vinho,2015,Valor,0.0
50,Espanha,Vinho,2015,Valor,0.0
51,Estados Unidos,Vinho,2015,Valor,524109.0
52,Estônia,Vinho,2015,Valor,0.0
53,Filipinas,Vinho,2015,Valor,0.0
54,Finlândia,Vinho,2015,Valor,0.0
55,França,Vinho,2015,Valor,4749.0
56,Gana,Vinho,2015,Valor,0.0
57,Gibraltar,Vinho,2015,Valor,0.0
58,Granada,Vinho,2015,Valor,0.0
59,Grécia,Vinho,2015,Valor,0.0
60,Guatemala,Vinho,2015,Valor,0.0
61,Guiana,Vinho,2015,Valor,0.0
62,Guiana Francesa,Vinho,2015,Valor,0.0
63,Guine Bissau,Vinho,2015,Valor,0.0
64,Guine Equatorial,Vinho,2015,Valor,0.0
65,Haiti,Vinho,2015,Valor,0.0
66,Honduras,Vinho,2015,Valor,0.0
67,Hong Kong,Vinho,2015,Valor,7837.0
68,Hungria,Vinho,2015,Valor,0.0
69,Ilha de Man,Vinho,2015,Valor,0.0
70,Ilhas Virgens,Vinho,2015,Valor,0.0
71,India,Vinho,2015,Valor,0.0
72,Indonésia,Vinho,2015,Valor,0.0
73,Irã,Vinho,2015,Valor,0.0
74,Iraque,Vinho,2015,Valor,0.0
75,Irlanda,Vinho,2015,Valor,0.0
76,Itália,Vinho,2015,Valor,0.0
77,Jamaica,Vinho,2015,Valor,0.0
78,Japão,Vinho,2015,Valor,87853.0
79,Jordânia,Vinho,2015,Valor,0.0
80,Letônia,Vinho,2015,Valor,0.0
81,Líbano,Vinho,2015,Valor,0.0
82,Libéria,Vinho,2015,Valor,0.0
83,Luxemburgo,Vinho,2015,Valor,17358.0
84,Macau,Vinho,2015,Valor,0.0
85,Malásia,Vinho,2015,Valor,0.0
86,Malavi,Vinho,2015,Valor,0.0
87,Malta,Vinho,2015,Valor,0.0
88,"Marshall, Ilhas",Vinho,2015,Valor,0.0
89,Martinica,Vinho,2015,Valor,0.0
90,Mauritânia,Vinho,2015,Valor,0.0
91,México,Vinho,2015,Valor,0.0
92,Moçambique,Vinho,2015,Valor,0.0
93,Montenegro,Vinho,2015,Valor,0.0
94,Namíbia,Vinho,2015,Valor,0.0
95,Nicarágua,Vinho,2015,Valor,0.0
96,Nigéria,Vinho,2015,Valor,0.0
97,Noruega,Vinho,2015,Valor,6021.0
98,Nova Caledônia,Vinho,2015,Valor,0.0
99,Nova Zelândia,Vinho,2015,Valor,3476.0
100,Omã,Vinho,2015,Valor,0.0
101,Países Baixos,Vinho,2015,Valor,186464.0
102,Palau,Vinho,2015,Valor,0.0
103,Panamá,Vinho,2015,Valor,0.0
104,Paraguai,Vinho,2015,Valor,741370.0
105,Peru,Vinho,2015,Valor,0.0
106,Pitcairn,Vinho,2015,Valor,0.0
107,Polônia,Vinho,2015,Valor,42781.0
108,Porto Rico,Vinho,2015,Valor,0.0
109,Portugal,Vinho,2015,Valor,42586.0
110,Quênia,Vinho,2015,Valor,0.0
111,Reino Unido,Vinho,2015,Valor,308407.0
112,República Dominicana,Vinho,2015,Valor,0.0
113,Rússia,Vinho,2015,Valor,18240.0
114,São Cristóvão e Névis,Vinho,2015,Valor,0.0
115,São Tomé e Príncipe,Vinho,2015,Valor,0.0
116,São Vicente e Granadinas,Vinho,2015,Valor,0.0
117,Senegal,Vinho,2015,Valor,0.0
118,Serra Leoa,Vinho,2015,Valor,0.0
119,Singapura,Vinho,2015,Valor,0.0
120,Suazilândia,Vinho,2015,Valor,0.0
121,Suécia,Vinho,2015,Valor,6404.0
122,Suíça,Vinho,2015,Valor,85790.0
123,Suriname,Vinho,2015,Valor,713.0
124,Tailândia,Vinho,2015,Valor,0.0
125,Taiwan (Formosa),Vinho,2015,Valor,23940.0
126,Tanzânia,Vinho,2015,Valor,0.0
127,"Tcheca, República",Vinho,2015,Valor,15304.0
128,Togo,Vinho,2015,Valor,0.0
129,Toquelau,Vinho,2015,Valor,0.0
130,Trinidade Tobago,Vinho,2015,Valor,0.0
131,Tunísia,Vinho,2015,Valor,0.0
132,Turquia,Vinho,2015,Valor,0.0
133,Tuvalu,Vinho,2015,Valor,0.0
134,Uruguai,Vinho,2015,Valor,0.0
135,Vanuatu,Vinho,2015,Valor,0.0
136,Venezuela,Vinho,2015,Valor,0.0
137,Vietnã,Vinho,2015,Valor,0.0
1,África do Sul,Espumante,2016,Quantidade,0.0
2,Alemanha,Espumante,2016,Quantidade,4293.0
3,Angola,Espumante,2016,Quantidade,90.0
4,Antigua e Barbuda,Espumante,2016,Quantidade,0.0
5,Antilhas Holandesas,Espumante,2016,Quantidade,0.0
6,Argentina,Espumante,2016,Quantidade,0.0
7,Aruba,Espumante,2016,Quantidade,0.0
8,Australia,Espumante,2016,Quantidade,594.0
9,Bahamas,Espumante,2016,Quantidade,0.0
10,Bangladesh,Espumante,2016,Quantidade,0.0
11,Barbados,Espumante,2016,Quantidade,0.0
12,Belgica,Espumante,2016,Quantidade,0.0
13,Benin,Espumante,2016,Quantidade,0.0
14,Bermudas,Espumante,2016,Quantidade,0.0
15,Bolívia,Espumante,2016,Quantidade,2624.0
16,Bósnia-Herzegovina,Espumante,2016,Quantidade,0.0
17,Bulgaria,Espumante,2016,Quantidade,0.0
18,Cabo Verde,Espumante,2016,Quantidade,0.0
19,Camarões,Espumante,2016,Quantidade,0.0
20,Canada,Espumante,2016,Quantidade,901.0
21,Catar,Espumante,2016,Quantidade,0.0
22,"Cayman, Ilhas",Espumante,2016,Quantidade,0.0
23,Chile,Espumante,2016,Quantidade,10340.0
24,China,Espumante,2016,Quantidade,4610.0
25,Chipre,Espumante,2016,Quantidade,0.0
26,Cingapura,Espumante,2016,Quantidade,0.0
27,Colombia,Espumante,2016,Quantidade,617.0
28,"Coreia do Sul, Republica da",Espumante,2016,Quantidade,212.0
29,Costa Rica,Espumante,2016,Quantidade,0.0
30,Cuba,Espumante,2016,Quantidade,0.0
31,Curaçao,Espumante,2016,Quantidade,0.0
32,Dinamarca,Espumante,2016,Quantidade,68.0
33,Dominica,Espumante,2016,Quantidade,0.0
34,El Salvador,Espumante,2016,Quantidade,0.0
35,Emirados Arabes Unidos,Espumante,2016,Quantidade,0.0
36,Equador,Espumante,2016,Quantidade,0.0
37,Espanha,Espumante,2016,Quantidade,0.0
38,Estados Unidos,Espumante,2016,Quantidade,22615.0
39,Estonia,Espumante,2016,Quantidade,0.0
40,Falkland (Malvinas),Espumante,2016,Quantidade,0.0
41,Filipinas,Espumante,2016,Quantidade,0.0
42,Filânldia,Espumante,2016,Quantidade,7522.0
43,França,Espumante,2016,Quantidade,0.0
44,Gana,Espumante,2016,Quantidade,0.0
45,Gibraltar,Espumante,2016,Quantidade,0.0
46,Granada,Espumante,2016,Quantidade,0.0
47,Grécia,Espumante,2016,Quantidade,0.0
48,Guatemala,Espumante,2016,Quantidade,0.0
49,Guiana,Espumante,2016,Quantidade,0.0
50,Guiné Equatorial,Espumante,2016,Quantidade,7738.0
51,Guiné-Bissau,Espumante,2016,Quantidade,0.0
52,Haiti,Espumante,2016,Quantidade,0.0
53,Honduras,Espumante,2016,Quantidade,0.0
54,Hong Kong,Espumante,2016,Quantidade,225.0
55,Hungria,Espumante,2016,Quantidade,0.0
56,Ilha de Man,Espumante,2016,Quantidade,0.0
57,Índia,Espumante,2016,Quantidade,0.0
58,Iraque,Espumante,2016,Quantidade,0.0
59,Irlanda,Espumante,2016,Quantidade,0.0
60,Islândia,Espumante,2016,Quantidade,0.0
61,Itália,Espumante,2016,Quantidade,135.0
62,Japão,Espumante,2016,Quantidade,3658.0
63,Jordânia,Espumante,2016,Quantidade,0.0
64,Letônia,Espumante,2016,Quantidade,0.0
65,Líbano,Espumante,2016,Quantidade,0.0
66,Libéria,Espumante,2016,Quantidade,0.0
67,Luxemburgo,Espumante,2016,Quantidade,45.0
